DATE,Average_wind_speed,Precipitation,Snow depth,Average_Temperature,Max_Temperature,Minimum_Temperature,"Fog, ice fog, or freezing fog",Heavy_fog_heaving_freezing_fog,Thunder,Hail,Smoke_or_Haze
24/09/2016,4.47,0,0,58,66,53,,,,,
25/09/2016,5.82,0,0,64,76,58,,,,,
26/09/2016,5.82,0,0,64,77,53,,,,,
27/09/2016,10.51,0.02,0,66,69,54,1,,,,
28/09/2016,7.83,0,0,58,67,52,,,,,
29/09/2016,5.14,0,0,57,66,47,,,,,
30/09/2016,5.37,0,0,55,65,46,1,1,,,
01/10/2016,7.38,0.05,0,56,63,50,,,,,
02/10/2016,4.03,0,0,56,63,50,,,,,
03/10/2016,6.93,0,0,55,60,49,,,,,
04/10/2016,9.62,0.13,0,55,60,52,1,,,,
05/10/2016,5.59,0.04,0,56,65,52,,,,,
06/10/2016,9.62,0.31,0,57,62,53,1,,,,
07/10/2016,11.41,0.11,0,56,63,53,1,,,,
08/10/2016,11.63,0.61,0,57,65,52,1,,,,
09/10/2016,6.04,0.06,0,56,56,48,1,,,,
10/10/2016,5.59,0,0,51,60,45,1,1,,,
11/10/2016,8.05,0,0,51,62,43,,,,,
12/10/2016,3.8,0.01,0,54,66,43,,,,,
13/10/2016,10.74,1.75,0,55,59,51,1,,,,
14/10/2016,15.88,1.36,0,54,57,50,1,,,,
15/10/2016,14.32,0.73,0,52,62,50,1,,1,,
16/10/2016,8.28,0.56,0,54,60,50,1,,,,
17/10/2016,9.84,0.17,0,53,59,50,1,,,,
18/10/2016,10.74,0.08,0,53,58,49,1,,,,
19/10/2016,4.92,0.22,0,51,58,45,1,,,,
20/10/2016,8.5,1.19,0,53,60,50,1,,,,
21/10/2016,7.38,0.02,0,53,57,48,,,,,
22/10/2016,3.36,0.05,0,51,62,44,1,,,,
23/10/2016,6.26,0.12,0,55,62,49,,,,,
24/10/2016,7.61,0.1,0,56,63,51,1,,,,
25/10/2016,11.18,0,0,55,63,50,,,,,
26/10/2016,8.05,1.23,0,55,58,52,1,,,,
27/10/2016,7.16,0.04,0,55,58,52,,,,,
28/10/2016,7.61,0,0,56,67,50,,,,,
29/10/2016,4.92,0.19,0,56,60,48,1,,,,
30/10/2016,6.93,0.26,0,50,52,44,1,,,,
31/10/2016,10.07,0.66,0,52,57,49,1,,,,
01/11/2016,9.17,0.22,0,52,56,50,1,,,,
02/11/2016,7.38,0.46,0,53,56,51,1,,,,
03/11/2016,4.47,0,0,54,65,48,,,,,
04/11/2016,4.03,0,0,53,63,42,1,1,,,
05/11/2016,6.93,1.31,0,57,60,51,1,,,,
06/11/2016,7.16,0.12,0,53,60,48,1,,,,
07/11/2016,4.92,0.04,0,56,66,50,1,,,,
08/11/2016,5.59,0,0,58,70,49,,,,,
09/11/2016,6.71,0.24,0,58,64,51,1,,,,
10/11/2016,3.8,0,0,54,62,45,1,1,,,
11/11/2016,2.46,0,0,57,61,52,,,,,
12/11/2016,12.97,0.1,0,57,58,48,1,,,,
13/11/2016,8.05,0.24,0,51,54,47,1,,,,
14/11/2016,5.82,0.31,0,53,57,50,1,,,,
15/11/2016,10.96,1.08,0,51,54,46,1,,,,
16/11/2016,6.49,0.2,0,46,50,43,,,,,
17/11/2016,4.25,0,0,46,51,41,,,,,
18/11/2016,12.3,0,0,46,54,39,,,,,
19/11/2016,10.51,0.04,0,51,57,48,,,,,
20/11/2016,10.07,0.01,0,53,57,47,,,,,
21/11/2016,10.07,0.02,0,49,53,44,,,,,
22/11/2016,8.5,0.45,0,47,53,43,1,,,,
23/11/2016,11.18,0.13,0,46,48,42,1,,,,
24/11/2016,12.53,0.66,0,47,51,46,1,,,,
25/11/2016,5.82,0.01,0,47,52,41,,,,,
26/11/2016,6.71,0.38,0,49,51,43,1,,,,
27/11/2016,10.07,0.32,0,44,47,42,1,,,,
28/11/2016,6.26,0,0,45,50,40,,,,,
29/11/2016,6.26,0.04,0,46,51,41,,,,,
30/11/2016,14.09,0.1,0,46,50,43,1,,,,
01/12/2016,6.93,0.01,0,44,46,40,1,,,,
02/12/2016,11.41,0.27,0,45,49,44,1,,,,
03/12/2016,13.87,0.18,0,46,48,44,1,,,,
04/12/2016,8.72,0.17,0,43,45,35,1,,,,
05/12/2016,8.05,0.24,0,37,39,33,1,,,,
06/12/2016,7.61,0,0,35,40,31,1,1,,,
07/12/2016,11.18,0,0,33,38,28,,,,,
08/12/2016,14.32,0.06,0,34,38,30,1,,,,
09/12/2016,12.75,0.34,1.2,33,36,31,1,,,,
10/12/2016,12.3,0.18,0,38,44,35,1,,,,
11/12/2016,13.87,0.09,0,41,42,39,1,,,,
12/12/2016,8.95,0.09,0,40,42,37,1,,,,
13/12/2016,10.51,0,0,37,38,31,1,,,,
14/12/2016,13.87,0,0,33,39,30,,,,,
15/12/2016,6.93,0,0,34,38,32,,,,,
16/12/2016,8.5,0,0,32,34,25,,,,,
17/12/2016,5.37,0,0,28,33,23,,,,,
18/12/2016,5.82,0,0,32,39,27,,,,,
19/12/2016,10.51,0.81,0,39,45,35,1,,,,
20/12/2016,14.32,0.01,0,45,50,40,1,,,,
21/12/2016,4.03,0,0,42,47,34,,,,,
22/12/2016,6.71,0.3,0,39,44,33,1,,,,
23/12/2016,5.37,0.58,0,39,39,35,1,,,,
24/12/2016,2.01,0.1,0,37,40,35,1,,,,
25/12/2016,4.25,0,0,36,42,33,1,1,,,
26/12/2016,8.5,0.29,0,36,42,33,1,,,,
27/12/2016,15.21,0.05,0,41,44,40,1,,,,
28/12/2016,8.72,0,0,41,47,38,,,,,
29/12/2016,8.5,0.05,0,42,48,40,1,,,,
30/12/2016,6.93,0.02,0,42,45,34,,,,,
31/12/2016,8.05,0.03,0,34,38,29,1,,,,
01/01/2017,9.62,0.43,2,35,37,28,1,,,,
02/01/2017,10.51,0,2,32,34,26,,,,,
03/01/2017,11.86,0,2,27,33,21,,,,,1
04/01/2017,10.96,0,1.2,27,36,22,,,,,
05/01/2017,5.82,0,0,28,35,21,,,,,
06/01/2017,6.26,0,0,29,40,20,,,,,
07/01/2017,13.42,0,0,33,37,29,,,,,
08/01/2017,11.86,0.45,0,37,45,35,1,,,,
09/01/2017,7.83,0.05,0,39,42,34,1,1,,,
10/01/2017,13.65,0.07,0,37,40,32,1,,,,
11/01/2017,12.08,0,0,32,34,28,,,,,
12/01/2017,6.04,0,0,31,40,25,,,,,
13/01/2017,6.04,0,0,31,37,25,,,,,
14/01/2017,4.92,0,0,34,44,26,,,,,
15/01/2017,3.13,0,0,34,43,27,1,,,,
16/01/2017,4.03,0,0,36,45,30,,,,,
17/01/2017,4.7,1.74,0,43,49,39,1,,,,
18/01/2017,10.74,1.21,0,46,53,44,1,,,,
19/01/2017,9.84,0.09,0,46,50,41,,,,,
20/01/2017,9.4,0,0,46,52,37,,,,,
21/01/2017,4.03,0.05,0,45,54,40,,,,,
22/01/2017,8.72,0.08,0,45,49,37,,,,,
23/01/2017,4.92,0,0,41,48,34,,,,,
24/01/2017,2.46,0,0,37,43,31,1,,,,
25/01/2017,2.68,0,0,38,44,35,,,,,
26/01/2017,2.91,0,0,43,47,41,1,,,,
27/01/2017,5.82,0,0,44,54,37,,,,,
28/01/2017,5.37,0,0,45,52,37,,,,,
29/01/2017,8.28,0.03,0,43,48,37,1,,,,
30/01/2017,9.17,0.02,0,44,45,40,1,,,,
31/01/2017,11.18,0,0,41,44,34,,,,,
01/02/2017,15.43,0,0,36,43,29,,,,,
02/02/2017,13.87,0.01,0,38,44,32,,,,,
03/02/2017,8.5,0.7,0,37,40,34,1,,,,
04/02/2017,8.72,0.94,0,41,46,37,1,,,,
05/02/2017,10.96,0.82,0,39,41,33,1,,,,
06/02/2017,9.4,0.65,3.9,33,37,30,1,1,,,
07/02/2017,7.16,0.01,3.9,35,38,30,,,,,
08/02/2017,6.49,0.7,2,36,40,34,1,,,,
09/02/2017,13.2,1.63,0,44,56,39,1,,1,,
10/02/2017,17.22,0.02,0,47,48,39,1,,,,
11/02/2017,7.83,0,0,41,49,38,,,,,
12/02/2017,5.59,0,0,41,51,34,,,,,
13/02/2017,8.28,0,0,42,57,35,,,,,
14/02/2017,4.03,0.23,0,45,58,36,1,,,,
15/02/2017,7.83,1.63,0,49,54,45,1,,,,
16/02/2017,10.51,0.5,0,51,53,46,1,,,,
17/02/2017,9.84,0.01,0,48,56,42,,,,,
18/02/2017,8.28,0.15,0,44,45,42,1,,,,
19/02/2017,8.5,0.06,0,44,47,40,,,,,
20/02/2017,6.71,0.2,0,43,45,40,1,,,,
21/02/2017,7.38,0.07,0,43,48,39,1,,,,
22/02/2017,4.92,0,0,41,46,35,,,,,
23/02/2017,3.8,0.01,0,38,44,34,1,,,,
24/02/2017,4.03,0,0,37,47,32,,,,,
25/02/2017,7.16,0.01,0,39,44,32,,,,,
26/02/2017,7.38,0.33,0,39,41,35,1,,,,
27/02/2017,8.5,0.16,0,38,41,33,1,,,,
28/02/2017,8.72,0.01,0,37,47,33,1,1,,,
01/03/2017,13.87,0.02,0,44,49,41,1,,,,
02/03/2017,10.51,0.09,0,44,47,41,,,,,
03/03/2017,14.09,0.36,0,47,51,39,1,,,,
04/03/2017,7.61,0.04,0,41,46,34,,,,,
05/03/2017,13.42,0,0,40,45,34,,,,,
06/03/2017,13.42,0,0,38,43,35,,,,,
07/03/2017,8.72,0.75,0,37,42,35,1,,,,
08/03/2017,10.74,0.13,0,41,43,37,1,,,,
09/03/2017,6.04,0.7,0,39,49,39,1,1,,,
10/03/2017,12.53,0.03,0,48,52,44,1,,,,
11/03/2017,10.74,0.37,0,45,53,40,1,1,,,
12/03/2017,7.16,0.02,0,48,53,45,1,,,,
13/03/2017,5.59,0.65,0,50,53,47,1,,,,
14/03/2017,10.51,0.39,0,52,57,48,1,,,,
15/03/2017,7.16,0.81,0,50,50,44,1,,,,
16/03/2017,10.29,0,0,45,52,39,,,,,
17/03/2017,4.92,0.68,0,43,53,37,1,,,,
18/03/2017,13.65,0.34,0,48,57,35,1,,,,
19/03/2017,9.62,0,0,42,53,34,,,,,
20/03/2017,11.18,0.01,0,45,54,38,,,,,
21/03/2017,5.82,0.2,0,49,56,46,,,,,
22/03/2017,13.42,0.02,0,51,56,43,,,,,
23/03/2017,7.83,0.26,0,46,58,39,1,,,,
24/03/2017,10.96,0.24,0,49,54,44,1,,,,
25/03/2017,10.51,0.01,0,47,52,43,,,,,
26/03/2017,3.8,0.38,0,46,49,43,1,,,,
27/03/2017,12.08,0.17,0,47,53,44,1,,,,
28/03/2017,11.18,0.14,0,47,53,44,,,,,
29/03/2017,13.65,0.51,0,49,55,45,1,,,,
30/03/2017,6.49,0,0,47,54,43,,,,,
31/03/2017,4.25,0,0,47,56,37,1,,,,
,,,,,,,,,,,
,,,893,,,,,,,,
